data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2015-11-15,201546,200.0,200,200,200,0.9967747,2.9639225,0,2,330455720154619589,2023-08-20,85.0,1.3400723,6747815.0,23.4285714285714,87.5714285714286,1,0,0,73.9476672857143,50.0,26.2886291428571,30.7142857142857,,,,,,210697
2015-11-08,201545,174.0,174,174,174,0.997141,2.5786126,0,2,330455720154519589,2023-08-20,119.0,1.3778864,6747815.0,23.4285714285714,90.2857142857143,1,0,0,74.6202654285714,53.1428571428571,26.51921,30.7142857142857,,,,,,210697
2015-11-01,201544,155.0,155,155,155,0.99350166,2.2970397,0,2,330455720154419589,2023-08-20,162.0,1.3551967,6747815.0,23.0,92.0,1,0,0,80.70256375,60.5,25.032152625,28.375,,,,,,210697
2015-10-25,201543,116.0,116,116,116,0.5165344,1.719075,0,2,330455720154319589,2023-08-20,90.0,1.0054561,6747815.0,21.2857142857143,89.0,1,0,0,73.1809577142857,50.5714285714286,24.3723204285714,28.7142857142857,,,,,,210697
2015-10-18,201542,110.0,110,110,110,0.2329419,1.6301574,0,1,330455720154219589,2023-08-20,133.0,0.90862423,6747815.0,21.1428571428571,87.5714285714286,1,0,0,72.2799628571428,53.0,24.1293255714286,28.2857142857143,,,,,,210697
2015-10-11,201541,109.0,109,109,109,0.21754123,1.6153377,0,1,330455720154119589,2023-08-20,63.0,0.90225637,6747815.0,22.7142857142857,87.5714285714286,1,0,0,67.7041038571429,39.5714285714286,26.978944,33.5714285714286,,,,,,210697
2015-10-04,201540,132.0,132,132,132,0.8277467,1.9561888,0,1,330455720154019589,2023-08-20,77.0,1.1271495,6747815.0,19.2857142857143,87.7142857142857,0,0,0,71.0914071428572,47.8571428571429,23.413913,27.8571428571429,,,,,,210697
2015-09-27,201539,121.0,121,121,121,0.49864185,1.7931731,0,1,330455720153919589,2023-08-20,59.0,0.9995632,6747815.0,22.4285714285714,90.8571428571429,1,0,0,75.9940057142857,55.8571428571429,25.1903882857143,29.0,,,,,,210697
2015-09-20,201538,117.0,117,117,117,0.06287351,1.7338946,0,1,330455720153819589,2023-08-20,51.0,0.82649666,6747815.0,21.8571428571429,87.5714285714286,1,0,0,71.9226971428571,47.5714285714286,25.5708752857143,31.0,,,,,,210697
2015-09-13,201537,107.0,107,107,107,0.00011294264,1.5856985,0,1,330455720153719589,2023-08-20,88.0,0.63769764,6747815.0,19.8571428571429,91.5714285714286,0,0,0,73.3617014285714,47.5714285714286,24.2642298571429,30.0,,,,,,210697
2015-09-06,201536,135.0,135,135,135,0.00048654672,2.0006475,0,1,330455720153619589,2023-08-20,103.0,0.69358534,6747815.0,19.0,93.1428571428571,0,0,0,81.9518964285714,63.8571428571429,21.5386001428571,24.4285714285714,,,,,,210697
2015-08-30,201535,186.0,186,186,186,0.0003922293,2.7564478,0,1,330455720153519589,2023-08-20,84.0,0.7253758,6747815.0,18.1428571428571,89.8571428571429,0,0,0,71.3114128571429,43.2857142857143,22.2731214285714,28.1428571428571,,,,,,210697
2015-08-23,201534,178.0,178,178,178,5.70457e-11,2.6378908,0,1,330455720153419589,2023-08-20,59.0,0.55475056,6747815.0,18.5714285714286,90.8571428571429,0,0,0,74.075902,48.4285714285714,21.8822091428571,26.4285714285714,,,,,,210697
2015-08-16,201533,184.0,184,184,184,7.870312e-09,2.7268085,0,1,330455720153319589,2023-08-20,79.0,0.59605885,6747815.0,18.5714285714286,87.0,0,0,0,65.6675308571429,36.0,23.194853,28.5714285714286,,,,,,210697
2015-08-09,201532,475.0,475,475,475,1.0,7.0393157,0,1,330455720153219589,2023-08-20,76.0,1.6375388,6747815.0,16.8571428571429,88.1428571428571,0,1,1,68.2541762857143,38.2857142857143,22.0072007142857,27.7142857142857,,,,,,210697
2015-08-02,201531,255.0,255,255,255,0.007455453,3.779001,0,1,330455720153119589,2023-08-20,80.0,0.8148925,6747815.0,18.2857142857143,91.4285714285714,0,0,0,69.1026785714286,32.2857142857143,23.2008928571429,30.0,,,,,,210697
2015-07-26,201530,260.0,260,260,260,3.44555e-05,3.853099,0,1,330455720153019589,2023-08-20,84.0,0.7247981,6747815.0,20.0,91.4285714285714,0,0,0,78.3653037142857,57.5714285714286,22.3663114285714,26.0,,,,,,210697
2015-07-19,201529,327.0,327,327,327,9.629253e-05,4.846013,0,1,330455720152919589,2023-08-20,104.0,0.76165843,6747815.0,18.7142857142857,91.4285714285714,0,0,0,74.0592504285714,48.1428571428571,22.0024621428571,27.0,,,,,,210697
2015-07-12,201528,331.0,331,331,331,2.220446e-15,4.9052916,0,1,330455720152819589,2023-08-20,81.0,0.5867067,6747815.0,18.5714285714286,93.1428571428571,0,0,0,74.8888814285714,39.4285714285714,23.195491,29.8571428571429,,,,,,210697
2015-07-05,201527,438.0,438,438,438,0.0,6.49099,0,1,330455720152719589,2023-08-20,99.0,0.5756578,6747815.0,18.0,90.5714285714286,0,0,1,75.34519,51.7142857142857,20.9909272857143,25.1428571428571,,,,,,210697
2015-06-28,201526,436.0,436,436,436,0.0,6.461351,0,1,330455720152619589,2023-08-20,132.0,0.48968065,6747815.0,17.4285714285714,91.4285714285714,0,0,1,75.1357771428571,48.4285714285714,21.8607755714286,26.8571428571429,,,,,,210697
2015-06-21,201525,870.0,870,870,870,0.046161514,12.893063,0,1,330455720152519589,2023-08-20,98.0,0.92394024,6747815.0,17.0,94.8571428571429,0,0,1,79.4337148571429,54.1428571428571,19.9232362857143,23.7142857142857,,,,,,210697
2015-06-14,201524,959.0,959,959,959,0.04344668,14.2120075,0,1,330455720152419589,2023-08-20,116.0,0.92618364,6747815.0,18.2857142857143,94.8571428571429,0,0,1,79.6610562857143,54.5714285714286,21.6352341428571,26.1428571428571,,,,,,210697
2015-06-07,201523,891.0,891,891,891,5.5289107e-14,13.204274,0,1,330455720152319589,2023-08-20,137.0,0.72294396,6747815.0,18.4285714285714,92.2857142857143,0,0,1,72.0513942857143,40.2857142857143,23.27992,30.2857142857143,,,,,,210697
2015-05-31,201522,976.0,976,976,976,0.0,14.463942,0,1,330455720152219589,2023-08-20,211.0,0.6784926,6747815.0,18.8571428571429,95.7142857142857,0,0,1,80.4142271428571,58.1428571428571,21.6820798571429,25.4285714285714,,,,,,210697
2015-05-24,201521,1180.0,1180,1180,1180,1.6603781e-09,17.487143,0,3,330455720152119589,2023-08-20,248.0,0.7946319,6747815.0,19.5714285714286,93.1428571428571,0,0,1,74.8451321428571,46.7142857142857,23.3035088571429,29.0,,,,,,210697
2015-05-17,201520,1591.0,1591,1591,1591,0.99998313,23.578003,0,3,330455720152019589,2023-08-20,310.0,1.164995,6747815.0,19.2857142857143,91.4285714285714,0,1,1,74.0153428571429,52.1428571428571,22.5425595714286,27.0,,,,,,210697
2015-05-10,201519,1598.0,1598,1598,1598,1.0,23.68174,0,3,330455720151919589,2023-08-20,408.0,1.342891,6747815.0,18.8571428571429,94.0,0,1,1,77.0881715714286,52.2857142857143,22.0154661428571,26.7142857142857,,,,,,210697
2015-05-03,201518,1359.0,1359,1359,1359,1.0,20.139853,0,3,330455720151819589,2023-08-20,598.0,1.3408679,6747815.0,19.8571428571429,92.2857142857143,0,1,1,76.7873592857143,55.0,22.5841985714286,26.1428571428571,,,,,,210697
2015-04-26,201517,1211.0,1211,1211,1211,1.0,17.94655,0,3,330455720151719589,2023-08-20,291.0,1.4379389,6747815.0,19.7142857142857,93.1428571428571,0,1,1,78.7451151428571,58.7142857142857,22.41283,26.0,,,,,,210697
2015-04-19,201516,1000.0,1000,1000,1000,1.0,14.819612,0,3,330455720151619589,2023-08-20,208.0,1.5312883,6747815.0,22.8571428571429,91.0,1,1,1,78.5188234285714,57.5714285714286,25.2890658571429,29.2857142857143,,,,,,210697
2015-04-12,201515,864.0,864,864,864,1.0,12.804145,0,3,330455720151519589,2023-08-20,349.0,1.8663713,6747815.0,22.0,91.5714285714286,1,1,1,73.0317385714286,45.0,25.2475215714286,30.2857142857143,,,,,,210697
2015-04-05,201514,691.0,691,691,691,1.0,10.240352,0,3,330455720151419589,2023-08-20,187.0,2.066732,6747815.0,20.7142857142857,91.5714285714286,0,1,1,73.3478137142857,50.4285714285714,24.1157327142857,28.5714285714286,,,,,,210697
2015-03-29,201513,399.0,399,399,399,0.99999994,5.9130254,0,2,330455720151319589,2023-08-20,172.0,1.5231158,6747815.0,22.4285714285714,92.4285714285714,1,1,1,76.0706897142857,52.4285714285714,25.3738958571429,29.2857142857143,,,,,,210697
2015-03-22,201512,306.0,306,306,306,0.99999875,4.5348015,0,2,330455720151219589,2023-08-20,146.0,1.5255809,6747815.0,21.7142857142857,94.1428571428571,1,0,0,77.9136271428571,54.4285714285714,24.9292764285714,28.5714285714286,,,,,,210697
2015-03-15,201511,277.0,277,277,277,1.0,4.1050324,0,2,330455720151119589,2023-08-20,137.0,1.9253795,6747815.0,22.8571428571429,93.2857142857143,1,0,0,79.186538,55.8571428571429,25.9089341428571,29.5714285714286,,,,,,210697
2015-03-08,201510,200.0,200,200,200,1.0,2.9639225,0,2,330455720151019589,2023-08-20,129.0,1.9355465,6747815.0,24.0,91.8571428571429,1,0,0,79.5580494285714,49.2857142857143,26.3270624285714,30.7142857142857,,,,,,210697
2015-03-01,201509,130.0,130,130,130,0.9999206,1.9265496,0,2,330455720150919589,2023-08-20,94.0,1.7062036,6747815.0,22.7142857142857,89.2857142857143,1,0,0,68.4690197142857,45.0,26.9564925714286,31.8571428571429,,,,,,210697
2015-02-22,201508,101.0,101,101,101,0.9993846,1.4967808,0,2,330455720150819589,2023-08-20,81.0,1.6752869,6747815.0,24.7142857142857,85.7142857142857,1,0,0,67.4642034285714,40.0,28.1493637142857,32.8571428571429,,,,,,210697
2015-02-15,201507,74.0,74,74,74,0.96311563,1.0966513,0,1,330455720150719589,2023-08-20,57.0,1.3732257,6747815.0,22.4285714285714,87.2857142857143,1,0,0,68.1876157142857,43.1428571428571,27.2830412857143,32.7142857142857,,,,,,210697
2015-02-08,201506,48.0,48,48,48,0.46040127,0.7113414,0,1,330455720150619589,2023-08-20,47.0,0.9800946,6747815.0,25.2857142857143,91.1428571428571,1,0,0,68.658559,34.5714285714286,29.5935317142857,35.2857142857143,,,,,,210697
2015-02-01,201505,63.0,63,63,63,0.9479994,0.93363553,0,1,330455720150519589,2023-08-20,64.0,1.3660953,6747815.0,20.7142857142857,96.7142857142857,0,0,0,77.2793425714286,48.5714285714286,25.7480841428571,30.2857142857143,,,,,,210697
2015-01-25,201504,43.0,43,43,43,0.42424247,0.63724333,0,2,330455720150419589,2023-08-20,48.0,0.960219,6747815.0,24.2857142857143,82.7142857142857,1,0,0,60.409108,27.4285714285714,28.6480495714286,35.1428571428571,,,,,,210697
2015-01-18,201503,47.0,47,47,47,0.8225245,0.69652176,0,2,330455720150319589,2023-08-20,62.0,1.2209171,6747815.0,24.8571428571429,81.0,1,0,0,61.1560384285714,33.2857142857143,28.5979551428571,33.8571428571429,,,,,,210697
2015-01-11,201502,44.0,44,44,44,0.9744906,0.65206295,0,2,330455720150219589,2023-08-20,51.0,1.5911717,6747815.0,25.8571428571429,76.4285714285714,1,0,0,54.599057,27.8571428571429,30.2258697142857,35.8571428571429,,,,,,210697
2015-01-04,201501,53.0,53,53,53,0.99896365,0.78543943,0,2,330455720150119589,2023-08-20,37.0,2.0350235,6747815.0,23.8571428571429,80.5714285714286,1,0,0,58.0277104285714,30.1428571428571,28.7668954285714,34.7142857142857,,,,,,210697
2014-12-28,201453,11.0,11,11,11,0.00039630884,0.16301574,0,2,330455720145319589,2023-08-20,39.0,0.33959693,6747815.0,25.1428571428571,79.1428571428571,1,0,0,55.0980791428571,23.2857142857143,29.7679442857143,36.8571428571429,,,,,,210697
2014-12-21,201452,25.0,25,25,25,0.03670767,0.3704903,0,2,330455720145219589,2023-08-20,40.0,0.63792425,6747815.0,24.4285714285714,84.1428571428571,1,0,0,62.3752074285714,39.8571428571429,28.341711,32.7142857142857,,,,,,210697
2014-12-14,201451,34.0,34,34,34,0.13348025,0.5038668,0,2,330455720145119589,2023-08-20,28.0,0.77765745,6747815.0,22.2857142857143,82.4285714285714,1,0,0,60.0799731428571,33.8571428571429,26.2231377142857,30.4285714285714,,,,,,210697
2014-12-07,201450,39.0,39,39,39,0.2427029,0.57796484,0,2,330455720145019589,2023-08-20,46.0,0.8595342,6747815.0,23.2857142857143,83.8571428571429,1,0,0,58.551738,28.7142857142857,28.0559908571429,34.1428571428571,,,,,,210697
2014-11-30,201449,47.0,47,47,47,0.5102925,0.69652176,0,1,330455720144919589,2023-08-20,40.0,1.0053201,6747815.0,21.8571428571429,83.8571428571429,1,0,0,64.9203794285714,40.2857142857143,25.9199597142857,31.0,,,,,,210697
2014-11-23,201448,46.0,46,46,46,0.3745827,0.68170214,0,1,330455720144819589,2023-08-20,46.0,0.93678296,6747815.0,23.0,89.2857142857143,1,0,0,73.9922344285714,49.5714285714286,25.4422558571429,29.2857142857143,,,,,,210697
2014-11-16,201447,43.0,43,43,43,0.23623016,0.63724333,0,1,330455720144719589,2023-08-20,50.0,0.8618884,6747815.0,19.4285714285714,81.7142857142857,0,0,0,57.8018488571429,31.5714285714286,23.9975097142857,29.4285714285714,,,,,,210697
2014-11-09,201446,54.0,54,54,54,0.5777514,0.80025905,0,1,330455720144619589,2023-08-20,47.0,1.0386878,6747815.0,20.7142857142857,86.5714285714286,0,0,0,69.7810808571429,45.5714285714286,23.8347364285714,27.5714285714286,,,,,,210697
2014-11-02,201445,49.0,49,49,49,0.2021659,0.726161,0,1,330455720144519589,2023-08-20,55.0,0.85113245,6747815.0,22.8571428571429,82.2857142857143,1,0,0,61.3533404285714,35.2857142857143,26.8488297142857,32.5714285714286,,,,,,210697
2014-10-26,201444,47.0,47,47,47,0.05613963,0.69652176,0,1,330455720144419589,2023-08-20,58.0,0.73891914,6747815.0,21.2857142857143,85.5714285714286,1,0,0,59.6822172857143,32.1428571428571,26.0636972857143,31.8571428571429,,,,,,210697
2014-10-19,201443,61.0,61,61,61,0.18984884,0.90399635,0,1,330455720144319589,2023-08-20,88.0,0.85845226,6747815.0,20.2857142857143,84.5714285714286,0,0,0,66.6423092857143,41.0,23.4056465714286,27.7142857142857,,,,,,210697
2014-10-12,201442,63.0,63,63,63,0.10794555,0.93363553,0,1,330455720144219589,2023-08-20,105.0,0.8116666,6747815.0,20.8571428571429,86.7142857142857,0,0,0,67.5659562857143,37.1428571428571,24.8485022857143,30.8571428571429,,,,,,210697
2014-10-05,201441,66.0,66,66,66,0.20555717,0.9780944,0,1,330455720144119589,2023-08-20,143.0,0.87124896,6747815.0,17.1428571428571,81.1428571428571,0,0,0,55.3984485714286,25.4285714285714,23.0462022857143,29.7142857142857,,,,,,210697
2014-09-28,201440,90.0,90,90,90,0.94812936,1.333765,0,1,330455720144019589,2023-08-20,65.0,1.2943598,6747815.0,20.2857142857143,84.2857142857143,0,0,0,64.616699,32.2857142857143,23.3265195714286,28.1428571428571,,,,,,210697
2014-09-21,201439,76.0,76,76,76,0.7744926,1.1262906,0,1,330455720143919589,2023-08-20,80.0,1.1340657,6747815.0,18.7142857142857,86.4285714285714,0,0,0,66.641386,36.2857142857143,22.9608818571429,28.0,,,,,,210697
2014-09-14,201438,68.0,68,68,68,0.5077865,1.0077336,0,1,330455720143819589,2023-08-20,57.0,1.0033456,6747815.0,19.2857142857143,88.1428571428571,0,0,0,66.047234,37.5714285714286,23.8126912857143,29.7142857142857,,,,,,210697
2014-09-07,201437,61.0,61,61,61,0.3572708,0.90399635,0,1,330455720143719589,2023-08-20,45.0,0.93711674,6747815.0,17.5714285714286,89.8571428571429,0,0,0,65.2226591428571,30.1428571428571,23.2848067142857,29.8571428571429,,,,,,210697
2014-08-31,201436,76.0,76,76,76,0.9153611,1.1262906,0,1,330455720143619589,2023-08-20,53.0,1.2659072,6747815.0,17.4285714285714,92.2857142857143,0,0,0,68.9123048571429,34.0,21.9714247142857,27.7142857142857,,,,,,210697
2014-08-24,201435,64.0,64,64,64,0.76106936,0.94845515,0,1,330455720143519589,2023-08-20,81.0,1.1378425,6747815.0,17.1428571428571,91.4285714285714,0,0,0,71.7006051428571,43.4285714285714,21.5888538571429,26.5714285714286,,,,,,210697
2014-08-17,201434,61.0,61,61,61,0.7079502,0.90399635,0,1,330455720143419589,2023-08-20,47.0,1.1066053,6747815.0,18.0,94.4285714285714,0,0,0,76.458779,47.0,21.7247115714286,26.5714285714286,,,,,,210697
2014-08-10,201433,53.0,53,53,53,0.4993082,0.78543943,0,1,330455720143319589,2023-08-20,42.0,0.99966455,6747815.0,16.2857142857143,92.2857142857143,0,0,0,74.8146857142857,48.8571428571429,20.4206867142857,25.4285714285714,,,,,,210697
2014-08-03,201432,56.0,56,56,56,0.7755674,0.8298983,0,1,330455720143219589,2023-08-20,64.0,1.1594146,6747815.0,15.4285714285714,94.1428571428571,0,0,0,72.1608368571429,39.4285714285714,20.5389268571429,26.1428571428571,,,,,,210697
2014-07-27,201431,58.0,58,58,58,0.889307,0.8595375,0,1,330455720143119589,2023-08-20,64.0,1.2714456,6747815.0,16.4285714285714,88.8571428571429,0,0,0,77.4310037142857,56.2857142857143,19.0296498571429,23.1428571428571,,,,,,210697
2014-07-20,201430,45.0,45,45,45,0.3910983,0.6668825,0,1,330455720143019589,2023-08-20,60.0,0.94440824,6747815.0,16.8571428571429,85.2857142857143,0,0,0,65.5801792857143,38.7142857142857,20.9464954285714,25.7142857142857,,,,,,210697
2014-07-13,201429,44.0,44,44,44,0.23545022,0.65206295,0,1,330455720142919589,2023-08-20,55.0,0.8628581,6747815.0,17.0,87.4285714285714,0,0,0,65.6542567142857,33.5714285714286,21.174981,26.0,,,,,,210697
2014-07-06,201428,44.0,44,44,44,0.21406369,0.65206295,0,1,330455720142819589,2023-08-20,62.0,0.8508274,6747815.0,18.8571428571429,89.0,0,0,0,74.7692365714286,49.7142857142857,21.5830897142857,25.4285714285714,,,,,,210697
2014-06-29,201427,59.0,59,59,59,0.73488027,0.8743571,0,1,330455720142719589,2023-08-20,44.0,1.125908,6747815.0,19.4285714285714,91.5714285714286,0,0,0,74.4971454285714,41.8571428571429,22.8102172857143,27.4285714285714,,,,,,210697
2014-06-22,201426,46.0,46,46,46,0.22127481,0.68170214,0,1,330455720142619589,2023-08-20,80.0,0.85774714,6747815.0,17.0,92.4285714285714,0,0,0,72.1077185714286,40.7142857142857,21.5333104285714,27.5714285714286,,,,,,210697
2014-06-15,201425,57.0,57,57,57,0.51065934,0.84471786,0,1,330455720142519589,2023-08-20,63.0,1.005006,6747815.0,18.5714285714286,91.4285714285714,0,0,0,75.9811448571429,50.5714285714286,21.6574525714286,25.8571428571429,,,,,,210697
2014-06-08,201424,49.0,49,49,49,0.08476432,0.726161,0,1,330455720142419589,2023-08-20,62.0,0.7717046,6747815.0,19.2857142857143,89.8571428571429,0,0,0,71.4853948571429,44.0,23.2640922857143,27.8571428571429,,,,,,210697
2014-06-01,201423,60.0,60,60,60,0.09610172,0.8891767,0,1,330455720142319589,2023-08-20,55.0,0.7989906,6747815.0,18.7142857142857,89.0,0,0,0,70.1947371428571,38.5714285714286,22.2529445714286,28.0,,,,,,210697
2014-05-25,201422,54.0,54,54,54,0.0056835413,0.80025905,0,1,330455720142219589,2023-08-20,80.0,0.64692557,6747815.0,18.4285714285714,91.7142857142857,0,0,0,75.5395811428571,51.7142857142857,21.1776422857143,24.8571428571429,,,,,,210697
2014-05-18,201421,81.0,81,81,81,0.37589648,1.2003886,0,1,330455720142119589,2023-08-20,92.0,0.95220953,6747815.0,20.0,88.8571428571429,0,0,0,71.7624761428571,47.4285714285714,23.4151115714286,27.5714285714286,,,,,,210697
2014-05-11,201420,89.0,89,89,89,0.7081725,1.3189454,0,1,330455720142019589,2023-08-20,114.0,1.0872909,6747815.0,17.0,88.8571428571429,0,0,0,68.6398114285714,32.4285714285714,21.4625155714286,27.1428571428571,,,,,,210697
2014-05-04,201419,84.0,84,84,84,0.72471,1.2448474,0,1,330455720141919589,2023-08-20,159.0,1.0986131,6747815.0,20.1428571428571,90.5714285714286,0,0,0,70.7822474285714,35.7142857142857,24.0784121428571,29.7142857142857,,,,,,210697
2014-04-27,201418,89.0,89,89,89,0.83699524,1.3189454,0,1,330455720141819589,2023-08-20,107.0,1.1648288,6747815.0,17.2857142857143,90.7142857142857,0,0,0,64.4988485714286,30.2857142857143,21.9156108571429,27.5714285714286,,,,,,210697
2014-04-20,201417,70.0,70,70,70,0.16117515,1.0373728,0,2,330455720141719589,2023-08-20,64.0,0.8519147,6747815.0,21.5714285714286,88.2857142857143,1,0,0,70.9701248571428,48.1428571428571,24.506957,28.2857142857143,,,,,,210697
2014-04-13,201416,72.0,72,72,72,0.09079448,1.0670121,0,2,330455720141619589,2023-08-20,62.0,0.81003785,6747815.0,21.8571428571429,91.0,1,0,0,77.0619057142857,54.5714285714286,24.26875,27.8571428571429,,,,,,210697
2014-04-06,201415,86.0,86,86,86,0.21139742,1.2744867,0,2,330455720141519589,2023-08-20,76.0,0.8883371,6747815.0,21.5714285714286,88.2857142857143,1,0,0,66.5592462857143,37.7142857142857,26.0146292857143,30.8571428571429,,,,,,210697
2014-03-30,201414,87.0,87,87,87,0.1582112,1.2893063,0,2,330455720141419589,2023-08-20,65.0,0.86405087,6747815.0,22.7142857142857,90.0,1,0,0,73.199432,49.7142857142857,25.9364454285714,30.1428571428571,,,,,,210697
2014-03-23,201413,94.0,94,94,94,0.55376995,1.3930435,0,2,330455720141319589,2023-08-20,63.0,1.0199699,6747815.0,21.8571428571429,89.7142857142857,1,0,0,74.9207857142857,53.0,24.3000142857143,27.5714285714286,,,,,,210697
2014-03-16,201412,117.0,117,117,117,0.9945323,1.7338946,0,2,330455720141219589,2023-08-20,92.0,1.4384911,6747815.0,23.7142857142857,81.1428571428571,1,0,0,56.0006581428571,25.7142857142857,28.8555072857143,35.7142857142857,,,,,,210697
2014-03-09,201411,92.0,92,92,92,0.68397427,1.3634043,0,2,330455720141119589,2023-08-20,66.0,1.0743436,6747815.0,23.8571428571429,85.5714285714286,1,0,0,63.3486557142857,31.4285714285714,28.1210444285714,34.0,,,,,,210697
2014-03-02,201410,74.0,74,74,74,0.0115662115,1.0966513,0,2,330455720141019589,2023-08-20,75.0,0.71036154,6747815.0,23.2857142857143,87.1428571428571,1,0,0,71.5022634285714,43.4285714285714,25.9911225714286,30.2857142857143,,,,,,210697
2014-02-23,201409,67.0,67,67,67,8.803969e-05,0.992914,0,2,330455720140919589,2023-08-20,77.0,0.57016486,6747815.0,24.2857142857143,80.4285714285714,1,0,0,54.0559704285714,25.0,29.2750847142857,35.0,,,,,,210697
2014-02-16,201408,120.0,120,120,120,0.42336136,1.7783535,0,2,330455720140819589,2023-08-20,68.0,0.97554535,6747815.0,22.4285714285714,87.8571428571429,1,0,0,66.3106181428571,38.0,26.0923742857143,30.8571428571429,,,,,,210697
2014-02-09,201407,119.0,119,119,119,0.23773713,1.7635338,0,2,330455720140719589,2023-08-20,77.0,0.9136612,6747815.0,24.5714285714286,72.4285714285714,1,0,0,49.2634411428571,22.0,29.5,35.8571428571429,,,,,,210697
2014-02-02,201406,125.0,125,125,125,0.16653086,1.8524514,0,2,330455720140619589,2023-08-20,65.0,0.88809794,6747815.0,25.0,75.7142857142857,1,0,0,50.2580641428571,20.8571428571429,30.3074592857143,36.5714285714286,,,,,,210697
2014-01-26,201405,119.0,119,119,119,0.07038901,1.7635338,0,2,330455720140519589,2023-08-20,91.0,0.8334713,6747815.0,24.7142857142857,81.1428571428571,1,0,0,54.6360118571429,25.2857142857143,29.6009984285714,35.5714285714286,,,,,,210697
2014-01-19,201404,156.0,156,156,156,0.9406374,2.3118594,0,2,330455720140419589,2023-08-20,76.0,1.2028946,6747815.0,24.4285714285714,84.8571428571429,1,0,0,60.3848118571429,31.0,28.8765168571429,34.8571428571429,,,,,,210697
2014-01-12,201403,142.0,142,142,142,0.9921393,2.104385,0,2,330455720140319589,2023-08-20,82.0,1.362265,6747815.0,23.5714285714286,87.7142857142857,1,0,0,65.380169,40.2857142857143,27.9237614285714,32.5714285714286,,,,,,210697
2014-01-05,201402,152.0,152,152,152,0.9999865,2.2525811,0,2,330455720140219589,2023-08-20,77.0,1.7361457,6747815.0,24.1428571428571,83.1428571428571,1,0,0,59.8441745714286,31.2857142857143,28.5874827142857,34.5714285714286,,,,,,210697
2013-12-29,201401,89.0,89,89,89,0.4338483,1.3189454,0,2,330455720140119589,2023-08-20,43.0,0.9755433,6747815.0,25.0,89.0,1,0,0,65.4732601428571,33.1428571428571,29.5375668571429,35.8571428571429,,,,,,210697
2013-12-22,201352,81.0,81,81,81,0.016955806,1.2003886,0,2,330455720135219589,2023-08-20,61.0,0.7349687,6747815.0,22.8571428571429,90.2857142857143,1,0,0,73.2630522857143,48.2857142857143,26.282987,30.2857142857143,,,,,,210697
2013-12-15,201351,77.0,77,77,77,0.00059828995,1.1411102,0,2,330455720135119589,2023-08-20,74.0,0.6287978,6747815.0,22.2857142857143,88.2857142857143,1,0,0,73.3831935714286,53.4285714285714,24.2871917142857,27.1428571428571,,,,,,210697
2013-12-08,201350,115.0,115,115,115,0.48195174,1.7042553,0,2,330455720135019589,2023-08-20,63.0,0.99406916,6747815.0,22.7142857142857,88.4285714285714,1,0,0,73.8623534285714,44.0,25.2312837142857,28.7142857142857,,,,,,210697
2013-12-01,201349,144.0,144,144,144,0.99831635,2.1340241,0,2,330455720134919589,2023-08-20,60.0,1.4611832,6747815.0,22.8571428571429,90.8571428571429,1,0,0,70.0645471428571,44.7142857142857,26.615496,30.8571428571429,,,,,,210697
2013-11-24,201348,111.0,111,111,111,0.99282587,1.644977,0,2,330455720134819589,2023-08-20,74.0,1.4314401,6747815.0,22.4285714285714,90.0,1,0,0,73.9546891428571,47.1428571428571,25.1612815714286,28.5714285714286,,,,,,210697
2013-11-17,201347,108.0,108,108,108,0.9995248,1.6005181,0,1,330455720134719589,2023-08-20,86.0,1.6645387,6747815.0,21.1428571428571,88.4285714285714,1,0,0,69.4093337142857,42.7142857142857,25.0672645714286,29.2857142857143,,,,,,210697
2013-11-10,201346,74.0,74,74,74,0.73651624,1.0966513,0,1,330455720134619589,2023-08-20,63.0,1.1123725,6747815.0,22.0,80.8571428571429,1,0,0,59.674668,33.2857142857143,26.5132527142857,31.7142857142857,,,,,,210697
2013-11-03,201345,48.0,48,48,48,0.025483388,0.7113414,0,1,330455720134519589,2023-08-20,54.0,0.6958894,6747815.0,19.4285714285714,88.5714285714286,0,0,0,71.6328948571429,50.4285714285714,22.562738,27.0,,,,,,210697
2013-10-27,201344,73.0,73,73,73,0.7134864,1.0818317,0,1,330455720134419589,2023-08-20,66.0,1.0999337,6747815.0,19.7142857142857,78.7142857142857,0,0,0,59.9249534285714,36.4285714285714,22.7656151428571,26.4285714285714,,,,,,210697
2013-10-20,201343,75.0,75,75,75,0.78015625,1.1114709,0,1,330455720134319589,2023-08-20,69.0,1.1387899,6747815.0,22.7142857142857,84.5714285714286,1,0,0,67.7420562857143,43.2857142857143,26.0967265714286,30.7142857142857,,,,,,210697
2013-10-13,201342,62.0,62,62,62,0.1845323,0.918816,0,1,330455720134219589,2023-08-20,57.0,0.85665226,6747815.0,20.4285714285714,87.0,0,0,0,69.6669248571429,46.8571428571429,23.8788158571429,27.7142857142857,,,,,,210697
